ms_zoning,neighborhood,condition_2,overall_qual,roof_matl,mas_vnr_area,exter_qual,bsmt_qual,heating_qc,central_air,electrical,kitchen_qual,totrms_abvgrd,functional,garage_type,garage_finish,garage_area,paved_drive,sale_type,saleprice,age,total_hse_area,total_bathrms
RM,IDOTRR,Norm,6,CompShg,0.0,3,3,Gd,N,SBrkr,TA,5,Typ,None,None,0.0,N,WD ,84500,71,1274.0,2.0
RL,ClearCr,Norm,4,Tar&Grv,0.0,3,4,Ex,Y,SBrkr,Gd,6,Min1,Attchd,Fin,529.0,Y,WD ,256000,54,3027.0,2.0
RL,NAmes,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,5,Typ,Detchd,Unf,429.0,Y,WD ,117500,44,1850.0,1.5
RL,Crawfor,Norm,5,CompShg,0.0,4,3,Ex,Y,SBrkr,TA,7,Min2,Detchd,Unf,256.0,Y,WD ,160000,69,2036.0,2.5
RL,Sawyer,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,6,Typ,Attchd,Unf,323.0,Y,WD ,187000,51,2615.0,2.0
RL,NridgHt,Norm,8,CompShg,280.0,4,5,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,818.0,Y,WD ,350000,4,3702.0,3.5
RL,NAmes,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,TA,8,Typ,Detchd,Unf,480.0,Y,WD ,133000,34,2688.0,3.0
RL,NridgHt,Norm,8,CompShg,554.0,4,5,Ex,Y,SBrkr,Ex,9,Typ,Attchd,Fin,650.0,Y,WD ,417500,1,4882.0,3.5
RL,Blmngtn,Norm,7,CompShg,130.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,660.0,Y,WD ,175900,2,2955.0,2.5
RL,CollgCr,Norm,9,CompShg,242.0,5,5,Ex,Y,SBrkr,Ex,8,Typ,Attchd,Fin,1138.0,Y,New,323262,0,3235.0,2.5
RL,CollgCr,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,531.0,Y,WD ,185000,4,2674.0,3.0
RL,NAmes,Norm,6,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,4,Typ,Attchd,Unf,240.0,Y,WD ,129800,72,1632.0,2.0
RL,NridgHt,Norm,7,CompShg,226.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,532.0,Y,New,220000,5,3082.0,2.0
RM,BrkSide,Norm,4,CompShg,0.0,3,3,Ex,Y,SBrkr,Gd,6,Typ,Detchd,Unf,240.0,Y,WD ,133000,74,2457.0,1.0
RL,NAmes,Norm,4,CompShg,0.0,3,3,TA,Y,FuseF,TA,6,Typ,Detchd,Unf,384.0,Y,WD ,133500,60,2293.0,2.0
RL,Mitchel,Norm,6,CompShg,0.0,3,3,TA,Y,SBrkr,TA,9,Typ,2Types,Unf,776.0,Y,ConLD,170000,34,4006.0,3.0
RL,Gilbert,Norm,6,CompShg,0.0,3,4,Gd,Y,SBrkr,TA,7,Typ,Attchd,RFn,392.0,Y,WD ,168000,14,2545.0,2.5
RM,OldTown,Norm,6,CompShg,0.0,3,2,Ex,Y,SBrkr,TA,6,Min1,Detchd,Unf,624.0,Y,WD ,140750,88,2208.0,1.5
RL,Gilbert,Norm,6,CompShg,0.0,3,4,Ex,Y,SBrkr,TA,7,Typ,Attchd,Fin,482.0,Y,WD ,204000,8,3237.0,3.5
RL,Gilbert,Norm,7,CompShg,180.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,BuiltIn,Fin,434.0,Y,WD ,222500,9,2919.0,2.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,Unf,300.0,Y,WD ,134500,44,1924.0,2.0
FV,Somerst,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Fin,540.0,Y,WD ,214000,3,2756.0,3.0
RM,OldTown,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,TA,5,Typ,Detchd,Unf,410.0,Y,WD ,119900,67,1911.0,2.0
RL,Edwards,Norm,4,CompShg,270.0,3,3,TA,N,FuseF,Fa,8,Typ,None,None,0.0,Y,WD ,118000,53,2880.0,2.0
RL,NAmes,Norm,5,CompShg,45.0,3,3,Ex,Y,SBrkr,TA,6,Typ,Attchd,RFn,254.0,Y,WD ,135000,47,2144.0,1.0
RL,BrkSide,Norm,6,CompShg,0.0,3,3,Gd,Y,SBrkr,Gd,8,Typ,Detchd,Unf,370.0,N,WD ,207000,85,2681.0,1.5
RL,SWISU,Norm,6,CompShg,0.0,3,3,Fa,Y,SBrkr,TA,7,Typ,Detchd,Unf,576.0,Y,WD ,136500,83,2875.0,2.0
RM,OldTown,Norm,4,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,4,Typ,Detchd,Unf,281.0,Y,WD ,107900,54,1802.0,1.0
RM,BrkSide,Norm,6,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,6,Typ,Detchd,Unf,528.0,Y,WD ,126000,69,2270.0,2.5
RL,NAmes,Norm,6,CompShg,112.0,3,3,Fa,Y,SBrkr,TA,7,Typ,Attchd,Fin,528.0,P,WD ,215000,50,2736.0,2.0
RL,NridgHt,Norm,10,CompShg,272.0,5,5,Ex,Y,SBrkr,Ex,9,Typ,BuiltIn,Fin,846.0,Y,New,426000,1,4014.0,3.5
RL,NAmes,Norm,5,CompShg,0.0,4,3,Gd,Y,SBrkr,Gd,5,Typ,Attchd,Unf,264.0,Y,WD ,147000,59,2226.0,1.0
RL,Crawfor,Norm,6,CompShg,0.0,4,3,Ex,Y,SBrkr,Gd,6,Typ,Detchd,Unf,440.0,Y,WD ,147500,93,2048.0,1.0
RL,NridgHt,Norm,9,CompShg,480.0,5,5,Ex,Y,SBrkr,Ex,7,Typ,Attchd,Fin,706.0,Y,WD ,383000,1,3900.0,3.0
RL,NWAmes,Norm,7,CompShg,102.0,3,4,Gd,Y,SBrkr,TA,6,Typ,Attchd,Fin,604.0,Y,WD ,241500,18,3717.0,2.5
RL,Crawfor,Norm,6,CompShg,0.0,3,4,Ex,Y,SBrkr,TA,6,Typ,Detchd,Unf,400.0,Y,WD ,147500,94,1940.0,1.0
RL,StoneBr,Norm,8,CompShg,130.0,4,5,Ex,Y,SBrkr,Ex,9,Typ,BuiltIn,Fin,683.0,Y,WD ,355000,3,3668.0,3.5
RM,BrkSide,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,Gd,5,Typ,None,None,0.0,Y,WD ,109500,84,1568.0,2.0
RM,OldTown,Norm,2,CompShg,0.0,3,3,Fa,N,FuseA,TA,4,Typ,Detchd,Unf,308.0,N,WD ,45000,69,612.0,1.0
RL,ClearCr,Norm,7,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,10,Typ,Attchd,Unf,349.0,Y,COD,244400,70,3435.0,2.0
RL,NAmes,Norm,6,CompShg,238.0,3,3,TA,Y,SBrkr,TA,7,Typ,Attchd,Fin,418.0,Y,WD ,167000,56,3060.0,2.0
RL,CollgCr,Norm,7,CompShg,214.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,542.0,Y,WD ,200000,5,2589.0,2.5
RL,SWISU,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,4,Typ,Detchd,Unf,180.0,P,WD ,80000,70,1709.0,1.0
RL,Edwards,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,5,Typ,Detchd,Unf,572.0,N,WD ,115000,51,1728.0,2.0
RL,NAmes,Norm,6,CompShg,74.0,3,4,Gd,Y,FuseA,TA,6,Typ,Attchd,RFn,297.0,Y,WD ,139000,52,2392.0,2.0
RL,Sawyer,Norm,6,CompShg,203.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,Fin,440.0,Y,WD ,149500,28,2072.0,1.5
RL,Edwards,Norm,4,CompShg,0.0,3,3,TA,Y,SBrkr,TA,7,Typ,Detchd,Unf,296.0,P,WD ,108000,69,2265.0,2.0
RL,OldTown,Norm,4,CompShg,0.0,3,3,TA,N,FuseA,TA,7,Typ,None,None,0.0,N,WD ,106250,108,1294.0,2.0
RL,CollgCr,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,5,Typ,Attchd,RFn,826.0,Y,WD ,194000,1,2480.0,2.0
RL,Sawyer,Norm,5,CompShg,51.0,3,3,Ex,Y,SBrkr,TA,6,Typ,Detchd,Unf,624.0,Y,WD ,129500,44,1976.0,2.0
RL,NAmes,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,8,Typ,Detchd,Unf,792.0,Y,WD ,126000,39,3120.0,2.0
RL,Edwards,Norm,5,CompShg,0.0,3,2,TA,Y,FuseA,TA,6,Min1,Attchd,RFn,195.0,Y,WD ,120000,59,2446.0,2.0
RL,CollgCr,Norm,7,CompShg,109.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,606.0,Y,WD ,213000,6,2957.0,3.0
RL,Greens,Norm,8,CompShg,0.0,4,4,TA,Y,SBrkr,Gd,4,Typ,Attchd,Fin,484.0,Y,WD ,190000,26,2452.0,2.0
RL,Gilbert,Norm,6,CompShg,112.0,3,4,Gd,Y,SBrkr,TA,6,Typ,Attchd,Fin,402.0,Y,WD ,183500,13,2329.0,2.5
RL,NAmes,Norm,7,CompShg,364.0,3,3,TA,Y,SBrkr,TA,6,Typ,BuiltIn,Unf,276.0,Y,WD ,172000,44,2376.0,2.5
RL,Edwards,Norm,4,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,3,Typ,Detchd,Unf,288.0,Y,WD ,100000,71,1632.0,2.0
RL,CollgCr,Norm,7,CompShg,212.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,814.0,Y,WD ,218836,1,3128.0,2.0
RM,OldTown,Norm,6,CompShg,0.0,3,2,Ex,N,SBrkr,TA,7,Typ,Detchd,Unf,672.0,Y,WD ,163000,103,2394.0,2.0
RL,Gilbert,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,534.0,Y,New,206580,1,3035.0,2.5
RL,CollgCr,Norm,6,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,Attchd,Fin,390.0,Y,New,163990,1,2184.0,2.5
RM,IDOTRR,Norm,5,CompShg,0.0,2,2,Gd,Y,SBrkr,TA,7,Typ,Detchd,Unf,390.0,N,WD ,116500,96,1726.0,1.0
RL,Gilbert,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,BuiltIn,Fin,400.0,Y,WD ,188000,6,2560.0,2.5
RL,NAmes,Norm,5,CompShg,87.0,3,3,Ex,Y,SBrkr,TA,6,Typ,Basment,Fin,432.0,Y,WD ,175000,41,2073.0,2.5
RL,StoneBr,Norm,8,CompShg,0.0,4,4,Gd,Y,SBrkr,TA,5,Typ,Attchd,RFn,480.0,Y,WD ,182000,19,2345.0,3.0
RM,OldTown,Norm,5,CompShg,0.0,4,3,TA,Y,SBrkr,TA,5,Typ,Detchd,RFn,576.0,Y,WD ,103000,81,1810.0,1.0
RL,NoRidge,Norm,10,CompShg,705.0,5,5,Ex,Y,SBrkr,Ex,8,Typ,Attchd,RFn,804.0,Y,WD ,466500,6,5266.0,3.5
RL,NAmes,Norm,6,CompShg,0.0,4,3,TA,Y,SBrkr,Gd,6,Typ,Attchd,Unf,297.0,Y,WD ,149500,50,1976.0,3.0
RL,NPkVill,Norm,7,CompShg,0.0,3,4,TA,Y,SBrkr,TA,4,Typ,Attchd,Unf,319.0,Y,WD ,142500,29,2116.0,2.0
RL,Crawfor,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Typ,Detchd,Unf,352.0,Y,WD ,136500,81,2712.0,1.0
RH,Landmrk,Norm,6,CompShg,0.0,3,4,Ex,Y,SBrkr,TA,5,Typ,Detchd,Unf,484.0,Y,WD ,137000,13,1950.0,2.5
RL,NWAmes,Norm,7,CompShg,102.0,4,4,Ex,Y,SBrkr,Ex,6,Typ,Attchd,RFn,528.0,Y,WD ,226500,20,3363.0,3.0
RL,Gilbert,Norm,7,CompShg,0.0,3,4,Gd,Y,SBrkr,Gd,5,Typ,Attchd,Unf,506.0,Y,WD ,171500,20,2641.0,2.5
RL,CollgCr,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,6,Typ,Detchd,Unf,576.0,Y,WD ,132500,30,1865.0,1.0
RL,NAmes,Norm,3,CompShg,340.0,3,3,Fa,N,FuseA,TA,6,Typ,Detchd,Unf,400.0,Y,WD ,87500,57,1040.0,2.0
FV,Somerst,Norm,7,CompShg,513.0,3,3,Ex,Y,SBrkr,TA,7,Typ,Attchd,Fin,546.0,Y,WD ,223000,7,2647.0,3.5
RL,NAmes,Norm,6,CompShg,237.0,4,3,TA,Y,SBrkr,Gd,7,Typ,Attchd,RFn,462.0,Y,COD,174000,46,2856.0,2.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,TA,4,Typ,Attchd,Fin,270.0,Y,WD ,142000,55,1768.0,2.0
FV,Somerst,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,776.0,Y,New,232600,0,2978.0,2.0
RL,NWAmes,Norm,6,CompShg,99.0,3,3,Fa,Y,SBrkr,Gd,5,Typ,Attchd,RFn,484.0,Y,WD ,181000,32,2349.0,2.5
RM,MeadowV,Norm,6,CompShg,0.0,3,4,Gd,Y,SBrkr,TA,10,Maj1,Attchd,Fin,576.0,Y,WD ,151400,33,3463.0,3.5
RL,NridgHt,Norm,8,CompShg,248.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,866.0,Y,WD ,250000,1,3260.0,2.0
RL,NWAmes,Norm,7,CompShg,42.0,3,4,TA,Y,SBrkr,TA,7,Typ,Attchd,Unf,496.0,Y,WD ,196500,22,2694.0,2.5
RM,OldTown,Norm,7,CompShg,0.0,3,3,TA,Y,FuseA,TA,8,Typ,Attchd,Unf,576.0,N,WD ,185000,128,3273.0,2.0
RL,NWAmes,Norm,6,CompShg,200.0,3,3,TA,Y,SBrkr,TA,5,Typ,Attchd,Unf,336.0,Y,WD ,113000,40,2432.0,2.0
RL,StoneBr,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,567.0,Y,New,392000,0,2838.0,3.0
RL,Edwards,Norm,6,Tar&Grv,250.0,3,4,TA,Y,SBrkr,TA,4,Typ,None,None,0.0,Y,WD ,127500,31,1925.0,3.0
FV,Somerst,Norm,6,CompShg,216.0,4,4,Ex,Y,SBrkr,Gd,4,Typ,Detchd,Unf,440.0,Y,WD ,177000,7,2329.0,2.5
FV,Somerst,Norm,6,CompShg,353.0,4,4,Ex,Y,SBrkr,Gd,9,Min2,BuiltIn,RFn,744.0,Y,WD ,265000,3,3601.0,2.5
FV,Somerst,Norm,8,CompShg,0.0,4,5,Ex,Y,SBrkr,Gd,8,Typ,Attchd,RFn,1105.0,Y,WD ,312500,9,3582.0,3.5
RM,OldTown,PosA,10,CompShg,0.0,5,3,Gd,Y,SBrkr,Gd,9,Typ,Detchd,Unf,880.0,Y,WD ,325000,115,4012.0,3.5
RL,Veenker,Norm,8,CompShg,115.0,4,4,Gd,Y,SBrkr,Gd,6,Maj1,Attchd,RFn,864.0,Y,WD ,275000,29,4028.0,3.0
RL,NoRidge,Norm,7,CompShg,290.0,4,4,Ex,Y,SBrkr,Gd,9,Typ,Attchd,RFn,721.0,Y,WD ,290000,12,3723.0,2.5
RL,Sawyer,Norm,6,CompShg,250.0,3,3,Ex,Y,SBrkr,TA,7,Typ,Attchd,Fin,461.0,Y,WD ,169000,36,2702.0,3.0
RM,BrkSide,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,TA,4,Typ,Detchd,Unf,205.0,Y,WD ,89000,85,1232.0,1.0
RL,Gilbert,Norm,6,CompShg,0.0,3,4,Gd,Y,SBrkr,TA,7,Typ,Attchd,Fin,393.0,Y,WD ,180400,12,2254.0,2.5
RL,NridgHt,Norm,8,CompShg,296.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,880.0,Y,WD ,284000,6,4835.0,3.0
RL,NAmes,Norm,5,CompShg,0.0,3,3,Ex,Y,FuseA,TA,5,Typ,Attchd,RFn,275.0,Y,COD,114500,49,1824.0,1.0
RL,CollgCr,Norm,7,CompShg,196.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,782.0,Y,New,212900,1,3104.0,2.0
RL,CollgCr,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,605.0,Y,WD ,187100,8,2843.0,2.0
FV,Somerst,Norm,6,CompShg,1129.0,3,4,Gd,Y,SBrkr,TA,5,Typ,Detchd,Unf,440.0,Y,WD ,176000,8,2187.0,2.5
RL,Crawfor,Norm,6,CompShg,0.0,3,4,Ex,Y,SBrkr,TA,7,Typ,Attchd,RFn,552.0,Y,CWD,215000,39,2976.0,2.5
RL,CollgCr,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,520.0,Y,WD ,185900,4,2352.0,2.5
RL,NAmes,Norm,4,CompShg,0.0,3,3,TA,Y,SBrkr,Gd,5,Typ,Detchd,Unf,660.0,Y,WD ,120500,39,1728.0,1.0
RL,Gilbert,Norm,5,CompShg,0.0,4,4,Ex,Y,SBrkr,TA,7,Typ,BuiltIn,Fin,372.0,Y,WD ,192140,1,2570.0,2.5
RL,Mitchel,Norm,5,CompShg,0.0,4,3,Ex,Y,SBrkr,Gd,5,Typ,Attchd,Unf,264.0,Y,WD ,130500,26,1632.0,1.5
RL,Edwards,Norm,4,CompShg,0.0,3,3,TA,N,FuseF,TA,9,Mod,Detchd,Unf,240.0,N,WD ,98000,64,1529.0,2.0
RL,CollgCr,Norm,9,CompShg,554.0,4,4,Ex,Y,SBrkr,Ex,7,Typ,Attchd,RFn,1348.0,Y,WD ,475000,0,4547.0,3.0
RM,IDOTRR,Norm,5,CompShg,0.0,3,2,Gd,Y,Mix,TA,6,Maj2,Detchd,Unf,338.0,N,WD ,67000,87,2038.0,1.0
RL,NridgHt,Norm,8,CompShg,300.0,4,5,Ex,Y,SBrkr,Ex,8,Typ,Attchd,Fin,789.0,Y,New,325624,0,3743.0,2.5
RL,Mitchel,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,4,Typ,Attchd,RFn,576.0,Y,WD ,245000,5,2818.0,2.5
RL,SawyerW,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,Gd,6,Typ,Detchd,Unf,576.0,Y,WD ,159000,4,2228.0,2.5
RL,NAmes,Norm,5,CompShg,168.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,RFn,515.0,Y,WD ,156000,42,2146.0,2.5
RL,NridgHt,Norm,10,CompShg,200.0,5,5,Ex,Y,SBrkr,Ex,10,Typ,Attchd,Fin,672.0,Y,WD ,555000,1,5496.0,3.0
RL,Veenker,Norm,6,CompShg,0.0,3,4,TA,Y,SBrkr,TA,6,Typ,Attchd,Unf,516.0,Y,WD ,162500,24,2464.0,2.0
RL,SawyerW,Norm,6,CompShg,0.0,4,4,Gd,Y,SBrkr,Gd,8,Typ,Attchd,Unf,920.0,Y,WD ,224500,13,2784.0,4.0
RL,Gilbert,Norm,6,CompShg,44.0,3,3,Gd,Y,SBrkr,TA,6,Typ,Attchd,RFn,738.0,Y,WD ,133000,58,2976.0,2.5
RL,Gilbert,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,8,Typ,Attchd,Fin,393.0,Y,WD ,180000,3,2292.0,2.5
RL,Mitchel,Norm,5,CompShg,0.0,3,3,Gd,Y,SBrkr,Gd,6,Typ,Attchd,Unf,264.0,Y,WD ,134500,26,1690.0,1.0
RL,StoneBr,Norm,10,CompShg,1031.0,5,5,Ex,Y,SBrkr,Gd,10,Typ,BuiltIn,Fin,641.0,Y,New,438780,0,4355.0,3.5
RL,NAmes,Norm,6,Tar&Grv,305.0,3,4,Gd,Y,SBrkr,TA,6,Typ,Basment,RFn,296.0,Y,WD ,165000,46,2530.0,1.5
RL,NAmes,Norm,5,CompShg,60.0,3,3,TA,Y,SBrkr,TA,5,Typ,Attchd,RFn,288.0,Y,WD ,100000,42,1784.0,1.0
RL,NAmes,Norm,7,CompShg,128.0,3,3,Gd,Y,SBrkr,TA,5,Typ,Attchd,Unf,441.0,Y,WD ,176000,49,2658.0,1.5
RL,Sawyer,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,Unf,454.0,Y,WD ,170000,51,3542.0,2.5
RL,Blmngtn,Norm,7,CompShg,130.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,660.0,Y,WD ,174000,2,2928.0,2.0
RM,IDOTRR,Norm,6,CompShg,0.0,3,3,TA,Y,SBrkr,TA,6,Typ,Detchd,Unf,384.0,Y,WD ,127000,83,2004.0,3.0
RL,Gilbert,Norm,7,CompShg,0.0,3,4,Ex,Y,SBrkr,TA,7,Typ,BuiltIn,Fin,450.0,Y,WD ,185900,9,2482.0,2.5
RM,OldTown,Norm,5,CompShg,0.0,3,2,Gd,Y,FuseA,TA,4,Typ,Attchd,Unf,273.0,Y,WD ,91300,71,1076.0,1.0
RL,CollgCr,Norm,6,CompShg,120.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,544.0,Y,WD ,200000,3,3382.0,3.0
RL,NAmes,Norm,6,CompShg,320.0,3,3,Ex,Y,SBrkr,TA,7,Typ,Attchd,Unf,315.0,Y,WD ,143000,58,2886.0,2.0
RL,Sawyer,Norm,5,CompShg,0.0,4,3,Ex,Y,SBrkr,Gd,8,Typ,Attchd,Unf,451.0,Y,WD ,172500,48,2972.0,3.0
RL,Edwards,Norm,4,CompShg,20.0,3,3,TA,Y,SBrkr,TA,4,Typ,Detchd,Unf,520.0,P,COD,110000,44,2176.0,1.0
RL,NAmes,Norm,4,CompShg,160.0,3,3,TA,Y,SBrkr,TA,6,Typ,Attchd,RFn,768.0,Y,WD ,140000,52,2402.0,2.0
RL,CollgCr,Norm,6,CompShg,0.0,4,4,Gd,Y,SBrkr,Gd,6,Typ,Attchd,RFn,440.0,Y,WD ,176432,1,2628.0,2.0
RL,SawyerW,Norm,6,CompShg,88.0,3,4,Gd,Y,SBrkr,Gd,6,Typ,Attchd,RFn,496.0,Y,WD ,179200,17,2572.0,3.0
RL,CollgCr,Norm,7,CompShg,80.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,508.0,Y,New,203000,2,2548.0,3.0
RL,Somerst,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,954.0,Y,New,248328,0,3378.0,2.0
RL,Timber,Norm,9,CompShg,406.0,5,5,Ex,Y,SBrkr,Ex,7,Typ,Attchd,Fin,885.0,Y,WD ,316500,1,3282.0,3.0
RL,Edwards,Norm,7,CompShg,0.0,3,3,TA,Y,SBrkr,TA,5,Typ,Attchd,Unf,249.0,Y,WD ,125600,60,1649.0,1.0
RM,OldTown,Norm,5,CompShg,164.0,3,3,Gd,Y,SBrkr,Fa,5,Typ,Detchd,Unf,308.0,N,WD ,110000,49,1968.0,2.0
RM,OldTown,Norm,4,CompShg,0.0,3,3,Gd,Y,FuseA,Fa,5,Typ,Detchd,Unf,308.0,Y,WD ,108500,87,1920.0,1.0
C (all),IDOTRR,Norm,5,CompShg,0.0,2,3,TA,N,FuseA,Fa,4,Typ,Basment,Unf,504.0,N,WD ,55993,58,1584.0,1.0
RM,OldTown,Norm,5,CompShg,0.0,3,3,Ex,Y,SBrkr,Gd,7,Typ,Detchd,Unf,240.0,Y,WD ,129000,62,2660.0,1.0
RL,Timber,Norm,6,CompShg,72.0,3,4,Gd,Y,SBrkr,Gd,5,Typ,Attchd,Unf,551.0,Y,WD ,176000,19,2249.0,3.0
RL,NAmes,Norm,6,CompShg,295.0,3,3,Fa,Y,SBrkr,TA,6,Typ,Attchd,Unf,364.0,Y,WD ,154000,46,2760.0,1.5
RL,Timber,Norm,6,CompShg,228.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,Unf,578.0,Y,WD ,180000,22,2512.0,2.0
RM,MeadowV,Norm,5,CompShg,0.0,3,4,TA,Y,SBrkr,TA,6,Typ,Attchd,Fin,528.0,Y,WD ,134000,31,2284.0,2.5
RL,Edwards,Norm,6,CompShg,0.0,3,3,TA,Y,SBrkr,Gd,7,Typ,Attchd,Unf,576.0,Y,WD ,243000,57,3360.0,3.0
RL,Timber,Norm,8,CompShg,236.0,4,4,Ex,Y,SBrkr,Gd,9,Typ,Attchd,Fin,808.0,Y,WD ,270000,5,3245.0,3.0
RL,Mitchel,Norm,6,CompShg,0.0,3,3,TA,Y,SBrkr,TA,5,Typ,Attchd,Unf,484.0,Y,WD ,134000,24,2164.0,1.5
RL,NoRidge,Norm,7,CompShg,256.0,4,4,Ex,Y,SBrkr,Gd,9,Typ,Attchd,RFn,656.0,Y,WD ,260000,16,3993.0,3.5
RL,CollgCr,Norm,7,CompShg,0.0,4,4,Gd,Y,SBrkr,Gd,7,Typ,Attchd,RFn,484.0,Y,WD ,168675,1,2229.0,2.5
RL,Gilbert,Norm,6,CompShg,32.0,3,4,Gd,Y,SBrkr,TA,7,Typ,BuiltIn,Fin,398.0,Y,WD ,160000,13,2086.0,2.5
RM,OldTown,Norm,5,CompShg,0.0,3,2,Gd,Y,SBrkr,Gd,5,Typ,None,None,0.0,N,WD ,95000,118,1764.0,1.0
RL,CollgCr,Norm,6,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,Fin,440.0,Y,WD ,173000,4,2126.0,2.5
FV,Somerst,Norm,7,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,5,Typ,Attchd,RFn,572.0,Y,New,187750,0,2594.0,3.0
RL,NWAmes,Norm,7,CompShg,123.0,3,4,Gd,Y,SBrkr,TA,7,Typ,Attchd,Fin,542.0,Y,WD ,215000,22,2884.0,2.5
RL,Sawyer,Norm,5,CompShg,340.0,3,3,Gd,Y,SBrkr,TA,6,Typ,Attchd,RFn,270.0,Y,WD ,120000,41,2146.0,1.0
RL,Somerst,Norm,7,CompShg,143.0,4,4,Ex,Y,SBrkr,Gd,7,Typ,Attchd,RFn,672.0,Y,WD ,249000,2,3000.0,3.0
RL,NWAmes,Norm,7,CompShg,264.0,3,3,Gd,Y,SBrkr,TA,7,Typ,Attchd,RFn,477.0,Y,WD ,164500,39,2668.0,3.0
RM,GrnHill,Norm,7,CompShg,0.0,4,3,Gd,Y,SBrkr,Gd,5,Typ,Attchd,RFn,312.0,Y,WD ,230000,20,1295.0,2.0
RM,OldTown,Norm,7,CompShg,0.0,3,3,Gd,N,FuseA,Gd,6,Typ,Attchd,Unf,456.0,Y,WD ,140000,78,2016.0,2.5
RL,NAmes,Norm,5,CompShg,0.0,3,3,TA,Y,SBrkr,TA,4,Typ,Detchd,Unf,240.0,Y,WD ,118900,57,1464.0,2.0
RL,CollgCr,Norm,8,CompShg,0.0,4,4,Ex,Y,SBrkr,Gd,6,Typ,Attchd,RFn,904.0,Y,WD ,239900,1,2936.0,2.0
RL,NPkVill,Norm,6,CompShg,0.0,3,4,Gd,Y,SBrkr,TA,4,Typ,Attchd,RFn,440.0,Y,WD ,146300,31,2138.0,2.5
RM,MeadowV,Norm,5,CompShg,0.0,3,4,Gd,Y,SBrkr,TA,6,Typ,Attchd,Unf,499.0,Y,WD ,124000,33,2080.0,1.0
